,text,meta,_input_hash,_task_hash,label,score,priority,spans,_session_id,_view_id,answer,options,accept,class,len
355,"The strong EBITDA performance was offset at an operating cash flowlevel by higher 4G network CapEx. Operationally, the group had another good quarter for mobile postpaidnet adds, and postpaid churn remained low at just 1.1%. The 4G customer base continued to expand,reaching 18.6 million.","{'meta': 'BT Group plc, Q4 2017 Earnings Call, May 11, 2017'}",1997666348,1397112723,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
356,"And if so, in what verticals?David P. RowlandInterim CEO & DirectorYes, so first of all, I think when you look at the adoption of artificial intelligence and automation,consistent with what I said earlier, I think any company that I think you could talk to would tell you thatthey are early in that cycle. And so I think from a market standpoint, in terms of the work that we dofor our clients in that area, I would say artificial intelligence especially is still early cycle. When you talkabout automation, I would say that, that is -- the adoption rate of that is higher, although still I would sayACCENTURE","{'meta': 'Accenture plc, Q2 2019 Earnings Call, Mar 28, 2019'}",-2131567317,-1880498372,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
357,"And at this moment, we continue towork constructively on these proposals with the relevant stakeholders. So there was a good debate there,a constructive debate with the different stakeholders for this transformation program. Turning to the retail side of Challengers & Growth now.","{'meta': 'ING Groep N.V., Q4 2016 Earnings Call, Feb 02, 2017'}",463774821,-1179086958,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
358,"For Mobile QQ, we upgraded technology for voice and video chat, improvingcore quality and stability, which resulted in voice and video calls increasing over 300% year-on-year. We improved file sharing between PCs and mobile devices and file transfers on our platform more thandoubled year-on-year. We built out our O2O ecosystem, integrating 58.com's local city service listings withMobile QQ, which contributed materially to 58.com's mobile traffic during the period.","{'meta': 'Tencent Holdings Ltd., Q4 2014 Earnings Call, Mar 18, 2015'}",-427480994,-82575485,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
359,"And this is also true for the Lifestyle part of Reebok'sbusiness, where the brand is expanding its network of global talent with the appointment of internationalstyle pioneer and music artist, Future. The partnership was revealed on Future's Snapchat and Instagramaccounts, where he also unveiled the InstaPump Fury Overbranded, launching in fall 2016.So as you can see, ladies and gentlemen, the product pipeline for the second half of 2016 is just as fullas it has been for the first half. As a result and as a proof of our firm confidence in the group's operatingstrength as well as the upcoming initiatives and against the backdrop of our strong performance in thefirst half, we have increased our full year guidance for 2016 on the top and bottom line accordingly.","{'meta': 'Adidas AG, H1 2016 Earnings Call, Aug 04, 2016'}",909075307,833688842,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
360,"That was the policy that Iannounced in May. And the keys of the business transformation are as follows: U.S. business recovery; an enhancement ofthe efficiency of the operations and investments, selection and concentration is about -- as consequentlyreduce the fixed cost; and steady growth through new products, new technologies and Nissan IntelligentMobility. These were the 3 that I described in May.","{'meta': 'Nissan Motor Co., Ltd., Q1 2020 Earnings Call, Jul 25, 2019'}",-1676118971,1180035220,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
361,"I -- obviously, the database ecosystem was strong, and clearly, the options within-- we accelerated database growth in the quarter. Database options within the context of it, particularlythose that enable autonomous data warehouse were strong in the quarter. Our apps license did decline,right, in the quarter.","{'meta': 'Oracle Corporation, Q4 2018 Earnings Call, Jun 19, 2018'}",-1671803266,12387403,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
362,"And I think we are talking about 1/3 of the revenuesof T-Systems, which are affected by this reorganization within the organization. On top of that, the TC business, the telecommunications service business, is very close to 2 otherbusiness. One is the security business because network should be always secure.","{'meta': 'Deutsche Telekom AG, Q2 2019 Earnings Call, Aug 08, 2019'}",142218158,-1834997946,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
363,"I mean, it's not a net reduction of costs, but Ithink you should see this second wave fits exactly in line with the first one, which means that it enables useffectively. This improvement of efficiency enables us carry on investing, and it's absolutely critical whenI see a just digital transformation, but also certain business growth, and we want to take advantage ofthat, and also additional regulatory costs. So the first wave enabled us despite all this and additional taxesto have a cost/income ratio which is going down.","{'meta': 'Societe Generale Group, Q2 2015 Earnings Call, Aug 05, 2015'}",1133990128,1968547905,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
364,"Well, we're also bringing new offers to our customers at the time when we do look to increaseintervals. And the new offers are by bringing new technology to our customers to help them improveefficiency or overall capacity or also bringing digitalization and new service capabilities to them at the timewhere we're renegotiating potentially on service intervals.","{'meta': 'Siemens Aktiengesellschaft, Q2 2018 Earnings Call, May 09, 2018'}",1397283303,630643294,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
365,"We completed the acquisition of B&R, a leader in machine and factory automation, a true growth andinnovation leader, and we acquired NUB3D, a specialist in 3D visual inspection software and solutionsfor robotics. We have also announced the acquisition of KEYMILE's communication network businessto strengthen our leading position in the digital grid, which should close in Q3. Besides acquiring thesebusinesses, we divested those that are not longer core like the high-voltage Cables business in the firstquarter of this year.","{'meta': 'ABB Ltd, Q2 2017 Earnings Call, Jul 20, 2017'}",646840741,-1881986791,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
366,"In terms of the opportunities there, we articulated -- and I'll let Brian come in over the top, but wearticulated in the Investor Meeting that we're still committed to drive spending as a percent of revenuedown. We're in the midst of a transformation right now, and so we are going through a period wherewe're weeding and feeding our portfolio. We're making some disinvestments, but very importantly, we'reinvesting in areas that we think are critical for the long-term growth and health of the company and wherewe get lots of return, i.e., the data center, the Internet of Things, our process technology leadership, theMemory business.","{'meta': 'Intel Corporation, Q4 2015 Earnings Call, Jan 14, 2016'}",809489483,332161222,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
367,"Speaking of Hearth and Hand with Magnolia, we are really pleased with the initial results from the launch,which set the perfect tone for the holidays. The collection, which was cocreated with our friends, Chip andJoanna Gaines, features more than 300 items in tabletop, home decor and giftables, most for under $30.On the day the collaboration debuted, guests were shopping online in the early hours and lining up outsideour stores across the country. And based on early demand, we're implementing our inventory contingencyplans to quickly replenish items that are already selling through.","{'meta': 'Target Corporation, Q3 2018 Earnings Call, Nov 15, 2017'}",-1460784488,1932718665,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
368,"The same is true with the building. Where we still have more investments expected is in thetechnological transformation, and that should continue to move through the P&L. But what we're alsoseeing is a significant increase in productivity due to these investments.","{'meta': 'Banco Bilbao Vizcaya Argentaria, S.A., Q2 2016 Earnings Call, Jul 29, 2016'}",-451760938,-402636856,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
369,And with the deals that you referred to with Roku and Samsung are HTML5-based appthat provides a full suite of services. So set-top boxes will continue to be part of our ecosystem and as willapps.,"{'meta': 'Comcast Corporation, Q1 2016 Earnings Call, Apr 27, 2016'}",1657144076,1248711693,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
370,"But Iwould like you to recognize that from now on, those are 2 different things. ADAS features for people whovalue those features up to Level 3 and then from the level 3 up to level 5, then autonomous shuttles androbo-taxis, which is a completely different business model that we are now preparing for.","{'meta': 'Peugeot S.A., 2018 Earnings Call, Feb 26, 2019'}",-911246658,-748635930,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
371,"then, the specific comment, I think, you're referencing is I was pointing to headcount growth. We arecontinuing to hire to support growth opportunities, particularly hiring engineers and product managersin Google and continuing to support growth in Cloud. And what I was just trying to draw out was we willcontinue to hire, but the year-on-year growth rate will moderate there.","{'meta': 'Alphabet Inc., Q4 2018 Earnings Call, Feb 04, 2019'}",-50895891,1454074550,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
372,"I will explain the main business segments. Regional communications segment, forboth NTT East and West , we expect an increase in profit through facility cost reduction by streamliningcapital investment and reduction in expenses due to improving efficiency absorbing the declining revenue.","{'meta': 'Nippon Telegraph and Telephone Corporation, 2017 Earnings Call, May 15, 2017'}",-547820476,1161115605,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
373,"And Gmailnow has more than 1.5 billion monthly active users. One of our big wins in the quarter was Fast Retailing,the Japanese retailer best known for its popular brand, UNIQLO, which is migrating its employees globallyto G Suite, while also pursuing AI solutions like on-demand forecasting on Google Cloud Platform. OurCloud business is benefiting from our investments in technical infrastructure, including a U.S.-Europe cablethat will improve speeds for millions of people.","{'meta': 'Alphabet Inc., Q3 2018 Earnings Call, Oct 25, 2018'}",381393249,643689043,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
374,"90 innovativeservices in all areas were showcased at the Electric Days event. Just 3 weeks ago, we have dozens ofspecialist laboratories, a burgeoning number of interactions with startup companies, universities andincubators, whether external or internal. And these are essential assets for our future.","{'meta': 'Electricite de France S.A., 2016 Earnings Call, Feb 14, 2017'}",-1006776081,471562965,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
375,"This quarter, we released majorupdates to Dynamics NAV and Dynamics CRM, both of which deliver enhancements in mobility, insightsand organizational productivity as well as deeper integration with Azure and Office 365. 3 out of 4 of ourCRM customers are choosing to deploy in the cloud, which is driving continued triple-digit paid seat growthfor CRM Online in the enterprise. Our momentum with Office 365 and Dynamics creates a compelling case for developers.","{'meta': 'Microsoft Corporation, Q2 2016 Earnings Call, Jan 28, 2016'}",-1407920995,1176002236,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
376,"I/O, we unveiled a plethora of new features throughout the Androidplatform like battery saving features in Android P, new Google Assistant capabilities on Wear OS, a newAndroid model to help developers optimize for a variety of devices and form factors as well as tools to helpusers understand and control how they are spending time on their device. Our investments in our computing platforms as well as in AI and design are also helping us generate greatmomentum in our Made by Google Hardware business across Pixel, Home, Nest, Chromecast and more. We brought Google Home in many to Ireland, Australia, Spain and Mexico.","{'meta': 'Alphabet Inc., Q2 2018 Earnings Call, Jul 23, 2018'}",-1630050477,-813669573,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
377,"Now moving on to the System LSI business. In the second quarter, revenue increased compared tothe first quarter driven by sales increase of 14-nanometer mobile AP and related components such asRF and PMIC for new smartphone models. Demand for high value-added LSI products also remainedsolid, including high-resolution CIS and DDI for flexible display.","{'meta': 'Samsung Electronics Co. Ltd., Q2 2015 Earnings Call, Jul 30, 2015'}",-1396559729,-1519359568,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
378,"they are realizing as part of Dell Technologies -- or part of the Dell Technologies family, andthere's a lot more to come. We collaborate with VMware on customer solutions and have aligned our development teams around 6key areas of innovation to bring higher-value software to customers around compute, software-definedstorage, software-defined networking, hyperconverged, the cloud and Workspace ONE. Together withVMware, we will talk about our broad collaboration and our cloud platform in greater detail at DellTechnologies World in late April.","{'meta': 'Dell Technologies Inc., Q4 2019 Earnings Call, Feb 28, 2019'}",717225296,-1089546929,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
379,"And that's driven by a cohesive strategy with both Nimble and 3PAR, enabled by a phenomenalplatform called HPE InfoSight, which provides predictive analytics for storing and managing that data. And last week, I announced that we're extending that platform now to the rest of the on-prem businessinfrastructure, including both compute and networking. So customer sees the value of predictive analytics,fix the problems before they happen.","{'meta': 'Hewlett Packard Enterprise Company, Q4 2018 Earnings Call, Dec 04, 2018'}",1362572793,-382109715,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
380,"Overall, PeP is in good shape to deliver 3%, Express is wellpositioned to deliver 10%, Supply Chain is in good shape, DGF has a clear master plan to catch up. So digitalization is the other theme I think we have to talk about today, and we did that in the break withsome of you already. So there are 2 themes.","{'meta': 'Deutsche Post AG, Q1 2017 Earnings Call, May 11, 2017'}",-1168643549,489392555,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
381,"This improvement trend is a key driver for the operationalimprovement already in the 9 months results. So to conclude, we have delivered another solid quarter ofearnings in commercial aircraft and that supports our full year guidance '15.In helicopters, we see the benefits of the transformation effort coming through. As I have said, thedivision is proving resilient in a difficult and challenging market environment with 181 net orders aftergovernment customer renegotiations that resulted in a reduction of 50 helicopters.","{'meta': 'Airbus Group SE, Nine Months 2015 Earnings Call, Oct 30, 2015'}",-739380303,-194400186,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
382,"In February this year, we launched several new mid- to low-price healthproducts, including one that protects against 3 critical diseases, following last year's successful launchingof precondition health insurance and multiple-diagnosis cancer insurance. We also strengthened thefeatures of our critical illness product to offer the widest range of coverage in the industry. In addition,we are making continued efforts to enhance the profitability characteristics of our protection policiesby attaching an increasing number of profitable writers to our whole life policies and by selling moreprofitable long-term premium policies that have premium payment periods of 20 years or more.","{'meta': 'Samsung Life Insurance Co., Ltd., Q1 2017 Earnings Call, May 12, 2017'}",903129341,-1401184925,,,,,,choice,reject,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",[],NA,0
383,"They have become prevalent in theC-suite and the boardroom. When I took this role 2 quarters ago, I discussed my focus on accelerating our innovation engine andportfolio transformation to execute on the opportunity ahead of us. I believe we are executing well,and I would like to highlight our momentum in 4 key areas.","{'meta': 'Cisco Systems, Inc., Q2 2016 Earnings Call, Feb 10, 2016'}",-1265906949,1792241717,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
384,"Our progress has beengood, and the market opportunity remains very large. Fourth, our cash generative patent licensing business with mobile phone makers is large and sustainablefor many years to come. We also see no reason to limit this business to mobile devices and seemeaningful opportunities for diversification of our licensing activities into IoT verticals and consumerelectronics.","{'meta': 'Nokia Corporation, Q3 2019 Earnings Call, Oct 24, 2019'}",-913323701,-1287788641,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
385,Slide 8 now. The effort to reduce costs continues unabated with 3 usual levers: the application of theprinciple of continuous improvement in industrial efficiency at all of our plants; the [ optimization ] oflocal purchasing by dedicated teams in each country; and continued discipline applied to G&A costs. Costsavings in the first half of EUR 126 million are in line with our annual objective raised at the beginning ofthis year to EUR 250 million.,"{'meta': 'Veolia Environnement S.A., H1 2017 Earnings Call, Jul 31, 2017'}",-784176309,-1125789150,,,,,,choice,reject,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",[],NA,0
386,"Just a few words of conclusion, Slide 24. Let me just reiterate that all this hard work,it seems to us reap fruits, and all these initiatives and projects and transformation contribute to a long-term sustainable value-creative strategy. As you can see on the slide, the trend of 2016 is really similarto the one we enjoyed in the previous years and again, with this increase of tangible asset per share, netasset value per share and earning per share.","{'meta': 'Societe Generale Group, Q3 2016 Earnings Call, Nov 03, 2016'}",1432908593,-626638247,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
387,And the data accumulated in the cloud is going to be used as a deeplearning. So the data in the cloud is going to be utilized for AI. You can analyze and you can make anassumption.,"{'meta': 'SoftBank Group Corp., Q3 2017 Earnings Call, Feb 08, 2017'}",-1879967752,-1523582044,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
388,"And as apps has gotten smaller, the base itself is not -- is small, but when it declines, ithas a smaller impact on our overall new software license. Now ultimately, at one point, you'll see the samehappening in database, but the reality is you're not seeing it in database at this time because our installedbase of usage continues to increase at all levels, on-premise and in the cloud simultaneously. Lawrence J. EllisonCo-Founder, Chairman & CTOORACLE CORPORATION FQ2 2017 EARNINGS CALL |  DEC 15, 2016  a division of","{'meta': 'Oracle Corporation, Q2 2017 Earnings Call, Dec 15, 2016'}",-693263101,2144487367,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
389,"The company willexpand into new ICT services. Fourth, with enhancement in service system of cloud computing and BigData products, we will capitalize our edge in the integration of cloud and network to continuously enhanceour competitiveness. The company will proactively seize the boom of Internet of Things to consolidateefficiently centralized operations.","{'meta': 'China Telecom Corp. Ltd., 2015 Earnings Call, Mar 23, 2016'}",-381708642,1812013910,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
390,"We found opportunities to leverage newlyimported skills to build applications that capitalized on these learnings quickly. Examples that you've heardabout in the past, include [ Chai ] our homegrown chat capability, which really leverages our artificialintelligence and the customer relationship assistant, which allows for a contextually relevant and personalexperiences going across engagement channels. And we've grown our in-house agency.","{'meta': 'The Progressive Corporation, Q2 2018 Earnings Call, Aug 01, 2018'}",300225091,-1668507376,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
391,"Overall, the high-performance compute segment is an $11 billion market and is expected to grow around6% to 8% annually over the next 3 years. And with the explosion of data across industries and sectors,the data analytics segment is growing at over twice that rate. Over the past several weeks, I've been meeting with customers, and it's becoming increasingly clear thatSGI and","{'meta': 'Hewlett Packard Enterprise Company, Q1 2017 Earnings Call, Feb 23, 2017'}",1120927824,311442215,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
392,"This has the potential tobe an important growth area for Cisco and, even more importantly, to drive the value of the Internet ofEverything. Let me now provide an update on Cisco's momentum in the cloud. Cisco's cloud strategy is pervasivethroughout our portfolio.","{'meta': 'Cisco Systems, Inc., Q2 2015 Earnings Call, Feb 11, 2015'}",626021218,1888851668,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Advanced'],Advanced,1
393,"Thenumber of people have come down by almost 13,000. And a lot of optimization of costs and -- in thepost-merger scenario, the rationalization of branch network, the centralized processing cells, the currencychest. So a lot of work has been done and its impact will be visible in the coming quarters and months.","{'meta': 'State Bank of India, Q3 2018 Earnings Call, Feb 09, 2018'}",2026847769,820993948,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
394,"We delivered responsivedesign to dynamically adjust the site to whatever device was being used. We started rolling out asignificantly enhanced store search capability on mobile. We opened 2 new automated online fulfillmentcenters, each bigger than 20 football fields, and we have 2 more coming this quarter.","{'meta': 'Wal-Mart Stores Inc., Q2 2016 Pre Recorded Earnings Call, Aug 18, 2015'}",-534193831,988069129,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
395,"Now I'm sure you understand that you actually touched upon the very reason why thecompany has chosen OLED panel as our strategic path forward. Now because it has very good applicabilitybeyond IT products, like monitors or even television, so the features and the characteristics of the OLED,the product and the technology make them very much scalable to other applications like automotive orcommercial and that is why we have chosen this as our next-generation business. [Foreign Language]","{'meta': 'LG Display Co., Ltd., Q3 2016 Earnings Call, Oct 26, 2016'}",-169965784,-1376107364,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Plan'],Plan,1
396,"In Q4,36% of our orders came from mobile, up 372% from the same period of 2013. Weixin and Mobile QQ aremaking meaningful contributions to mobile orders. Clearly, our Tencent partnership is beginning to bearfruit.","{'meta': 'JD.com, Inc., Q4 2014 Earnings Call, Mar 03, 2015'}",-294105536,-306193466,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
397,"And today, I would say inSingles' Day, we -- I think that a lot of people will enjoy shopping in the midnight when our Singles' Dayget started. And for the entire day, we believe a lot of people actually will buy from mobile. And second forthis year Singles' Day, we will focus on globalization.","{'meta': 'Alibaba Group Holding Limited, Q2 2016 Earnings Call, Oct 27, 2015'}",454053219,1112199142,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
398,"First of all, when people look at ouroverall RTG performance, the Spine business dramatically helps our Surgical Technology business. Ournavigation, that business has been about a high single-digit, low double-digit growth platform for the lastcouple of years, powered by navigation and the imaging platforms. Without Spine, we wouldn't have thattype of growth, full stop.","{'meta': 'Medtronic plc, Q3 2016 Earnings Call, Mar 01, 2016'}",-152522433,597605500,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Release'],Release,1
399,"IFScosts evolution reflected business growth, while CIB costs marked a decrease benefiting from the cost-saving measures we've implemented. Still on cost, if you go to the next slide, which is 9, you'll see we're progressing well with theimplementation of our program of new customer experience, digital transformation and related savingsacross the group.","{'meta': 'BNP Paribas SA, Q2 2018 Earnings Call, Aug 01, 2018'}",-1208839694,2010483507,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
400,"ARKit 3 uses on-device, real-time machine learning to recognize the humanform and integrates people seamlessly into AR experiences; Reality Kit is a new developer frameworkbuilt from the ground up to provide all the tools and technologies required to make AR objects virtuallylifelike; and Reality Composer brings AR content creation to tens of millions of developers who had no 3Dexperience. Our developers are already running with these new technologies, and we think our customersare going to love some of the apps that these creators have in store in the months ahead. On so many fronts, there's an enormous amount to look forward to over the next few months,","{'meta': 'Apple Inc., Q3 2019 Earnings Call, Jul 30, 2019'}",1873974853,-1971229736,,,,,,choice,accept,"[{'id': 'Plan', 'text': 'Plan'}, {'id': 'Pilot', 'text': 'Pilot'}, {'id': 'Release', 'text': 'Release'}, {'id': 'Advanced', 'text': 'Advanced'}]",['Pilot'],Pilot,1
