Text,Meta
"The z14 adoption was again broad-based across many countries and industries. We added 14 new clientsto the platform across 10 countries this quarter, and we saw especially strong performance in NorthAmerica where clients continue to leverage traditional IT infrastructure together with the cloud. We'recontinuing to address emerging workloads across the Z platform like blockchain, machine learning,DevOps and payments.","International Business Machines Corporation, Q4 2017 Earnings Call, Jan 18, 2018"
"It's actually almost the same size of the total volume orthroughput for the country of India. And in Laem Chabang, where in January, we started the first remote-controlled automation of the quayside as well as the remote-control of our landside rubber-tired gantries. Finally to Mexico, where we operate both in the Gulf as well as in the Pacific side, handling about 40% ofseaborne containers going through Mexico.","CK Hutchison Holdings Limited, 2018 Earnings Call, Mar 21, 2019"
"And in Defence and Space, itis stable performance. We also continue to invest in innovation to prepare for the digital transformation ofthe company, modernize the production system and expand our digital services offering. Our EPS adjustedstrongly increased to EUR 0.47 per share using an average of 775.7 million shares.","Airbus SE, Q1 2019 Earnings Call, Apr 30, 2019"
"Importantly, customers are choosing to watch more Sky content. The amount of time Sky customers spentviewing Sky channels increased by more than 20% year-over-year driven by our investment in sports andentertainment programming. As Brian mentioned, on the back of this excellent performance, we've nowlaunched Sky Studios with the intent of doubling investment on local original content.","Comcast Corporation, Q2 2019 Earnings Call, Jul 25, 2019"
"Ijust want to repeat the seventh consecutive quarter of organic growth acceleration. Our ERP/EPM revenue grew 70% quarter-on-quarter, the seventh consecutive quarter with sequentialgrowth that was greater than 50%. In Fusion HCM, we grew 131%,","Oracle Corporation, Q1 2017 Earnings Call, Sep 15, 2016"
"fundamentaland is something that will go on for many, many years with the move towards more electrification andother trends that drive the change of this industry. To share the burden of the capital requirement to master that transformation, we're very open forcooperation. We take a pragmatic stance here.","Daimler AG, Q2 2019 Earnings Call, Jul 24, 2019"
"But understanding the cricket investments that you've made recentlyand how that's gone for you, could you possibly breakout between STAR and FIC, kind of what proportionof your incremental costs are on sports versus non-sports programming? I guess, what I'm getting atis, other than knowing that the Cricket World Cup and these other big sporting events have been majorfocuses for you, what more is to be done on general entertainment programming?","Twenty-First Century Fox, Inc., Q3 2015 Earnings Call, May 06, 2015"
"That's the e-signature. IFS is also developingnew technologies and innovative products with already more than 200 robots operational in differentbusiness lines. If we now turn to the P&L, revenues stood at EUR 4.3 billion, up 9.5% with the scope effect of RaiffeisenBank Polska in Europe-Med.","BNP Paribas SA, Q1 2019 Earnings Call, May 02, 2019"
"SAP HANA also continues to evolve as a development platform. The HANA Cloud Platform, our platform-as-a-service offering, enables organizations to extend and customize SAP applications quickly and easilyin the cloud. This makes transitioning to S/4HANA a whole lot easier for customers.","SAP SE, Q1 2015 Earnings Call, Apr 21, 2015"
"And I understand very well that is a segment below the 7 Series, usually. But it seems to havea lot of the technology features when it comes to autonomous driving and connectivity capability, forexample. Do you expect this to add more pressure on the new 7 Series next year?","Bayerische Motoren Werke Aktiengesellschaft, Q3 2015 Earnings Call, Nov 03, 2015"
"I look forward to seeing many of you in person in the weeksand months ahead. This is a transformational moment for our company, and I'm excited to have theopportunity in this new role to help shape the future of our combined companies. Over the past numberof months, I've been deeply involved in our integration and planning effort, and I look forward to helpinglead the company in bringing this vision to life.","CVS Health Corporation, Q3 2018 Earnings Call, Nov 06, 2018"
"OBSis not showing a positive trend is because we have a big part of legacy telco services that come with ahigher EBITDA margin, and this is the transformation we are driving, I think, quite successfully. Already,my predecessor has put in place with full support of our Chairman, the strategy to go into growth areas,IT and integration services split into cloud applications as well as cyberdefense. And we did, and I'll cometo the second part of your question, we did targeted acquisition as you know in cyberdefense space thatallowed us to be now #1 in the cyberdefense space in France.","Orange S.A., H1 2018 Earnings Call, Jul 26, 2018"
"The transaction is currently targeted to be completed by March 31, 2017.For the combined CSC and Enterprise Services, this will create a new company that will be a pure-playglobal IT services leader. For customers, this means global access to world-class offerings in cloud,mobility, application development and modernization, business process services, IT services, big data andanalytics, and security. This is combined with deep industry experience in sectors that include financialservices, transportation, consumer products, health care and insurance.","Hewlett Packard Enterprise Company, Q2 2016 Earnings Call, May 24, 2016"
So that's is number two. The last step is digitization of the company. That'smore complex.,"Walgreens Boots Alliance, Inc., Q1 2019 Earnings Call, Dec 20, 2018"
"We've augmented that technology by its -- with an acquisition that we did recently. And which is to giveus a predictive modeling solution, predictive modeling software using machine-learning technology sothat we can optimize further the energy harvest out of those systems that use our tracker. And as theprices go down in modules, it's going to make the likelihood of having a return on investment for thosepeople putting up solar farms to be even higher, be even better.","Flex Ltd., Q2 2017 Earnings Call, Oct 27, 2016"
That's certainly something that'sbeen a feature in the U.S. as well as among some of your European peers as they structurally improvedEBIT margins. Just interested do you expect to be able to retain profitability in the first quarter goingforward and is profitability in each quarter a validation of a structural margin improvement for you?,"Deutsche Lufthansa AG, Q1 2018 Earnings Call, Apr 26, 2018"
"And a lot of it was because of Hyundai Securities'consolidation. However, with the ERP last year, we were expecting that we would have on an annual basisKRW 250 billion decline. And apart from the consolidation effect from Hyundai Securities, we were lookingat our breakdown of about KRW 60 billion going down from the labor cost and about KRW 30 billion goingfor -- going down for administrative costs.","KB Financial Group Inc., Q1 2017 Earnings Call, Apr 20, 2017"
"I mean, services don't come for free, to take an example. What we do in digitization, which is -- which takes a cycle time to be executed, digitizing our commercialexperience, digitizing also the connection to the customer is something which is costing before it yieldsreturn. The investment of what you were mentioning before in what we call our start-ups is not profitableday 1.","Schneider Electric SE, 2015 Earnings Call, Feb 17, 2016"
I'm here in the room with Henry Schirmer and David and Steven from IR and Ingrid Pouwfrom communications to answer all your questions after the presentation. So let's dive right in and start on Slide 6.,"Randstad NV, Q1 2019 Earnings Call, Apr 24, 2019"
"Tata HEXA was launchedin Q4. You are all familiar with the unveiling of the future mobility solutions, with the sub-brand TAMO,collaboration with Microsoft for mobility solutions, the new styleback Tata TIGOR and the MoU withVolkswagen Group. Jaguar Land Rover key highlights.","Tata Motors Limited, Q4 2017 Earnings Call, May 23, 2017"
"While we continue to see supply chain costchallenges in the warehouse and transportation areas, we are seeing positive momentum from ourrecruiting, onboarding and retention initiatives. These challenges were partially offset by continuedimprovements seen as a result of our routing optimization initiatives and ongoing process improvements. Furthermore, our finance transformation and Smart Spending initiative have also provided benefits in thequarter.","Sysco Corporation, Q3 2019 Earnings Call, May 06, 2019"
"I do think that there is a very broadsense, as you're saying, that -- and greater awareness that having data stored for long periods of timewith companies cannot only be an asset, and that it can help provide better services but can also be aliability in that there could be breaches or the data could be used in ways that weren't intended. And Ithink people broadly are starting to get that more, which is why things like encryption are so attractive topeople and why features around ephemerality or keeping data less permanently are becoming increasinglyimportant. So when you think about the types of products that we're building on messaging, whereencryption is going to play a huge role, sharing with your friends, where Stories, which is ephemeral, isthe main thing that's growing.","Facebook, Inc., Q4 2018 Earnings Call, Jan 30, 2019"
"Red Hat, as we talkedabout, expected was -- we're working through regulatory right now, we expect to close that in the secondhalf. But with regards to your specific question on divestitures, we included in our guidance the sale ofour collaboration and on-prem marketing and commerce business and the sale of our Seterus mortgagingbusiness. Both of these will drive headwinds, as you can imagine, in revenue for the year.","International Business Machines Corporation, Q4 2018 Earnings Call, Jan 22, 2019"
"As you know, we've been building ourvideo assets and capabilities for some time, with a goal of building a global platform and developingnew business models for reaching the digital video customer. At the heart of this video evolution arethe changing ways in which younger consumers access their digital and mobile content. Over the pastseveral years, we have dramatically expanded the ways in which we can deliver content wherever andhowever","Verizon Communications Inc., Q2 2016 Earnings Call, Jul 26, 2016"
"We are bigasset, one of the bigger -- biggest in the world. And then if we're able, and that a goal we have, to putsensors, to put -- to equip, in one sense, this asset base -- industrial asset base with digital tools, we willbe able to really massively probably difficult to assess exactly to what extent that we are sure that at it isimportant to optimize the way we manage and the way we maintain. So digitally is key.","ENGIE SA, 2015 Earnings Call, Feb 25, 2016"
"And of course, we continue to workwith clients on large-scale, mission-critical transformation programs. We bring our full range of servicesand strategy, consulting, digital technology and operations, together with our industry expertise, to delivertangible outcomes for clients. As an example, we are working with a global apparel manufacturer on anenterprise-wide transformation to reduce back-office costs by 50% and position the company for growth.","Accenture plc, Q1 2016 Earnings Call, Dec 17, 2015"
"And Dave, when you look at AT&T's difficult programming negotiations wherethey're attempting to bend the cost curve, as they say, and lower the pace of programming cost growth,does that change your expectations that Comcast Cable for cost growth? And you might not want to shareit, but it would be helpful when you look for the few years to know whether you're programming renewalsare lumpy or spread out more evenly on an annual basis. David N. WatsonSenior Executive Vice PresidentWell, Doug, we haven't --","Comcast Corporation, Q2 2019 Earnings Call, Jul 25, 2019"
"Within payment, bank andmoney transfer business, payment slips declined by 4.2%, while bank and money transfer transactionsgrew by 5%.Let's now look at an overview of the digitalization process in transaction banking on Slide #11. Allow meto take this opportunity to highlight the achievement we reached so far in our digitalization process. In2017, we reached 15 million registered users plus 20% versus 2016.","Poste Italiane SpA, 2017 Earnings Call, Feb 19, 2018"
"In themeantime, the 225 temporary flight suspension has been lifted and therefore the 225 family can be backairborne again. The underlying operational performance is supported by ongoing transformation measures and strongmanagement effort to adapt to the market challenges. And as I said a bit earlier today, Airbus helicopterAIRBUS SE FY NINE MONTHS 2016 EARNINGS CALL |  OCT 26, 2016Copyright","Airbus Group SE, Nine Months 2016 Earnings Call, Oct 26, 2016"
"I know when wewere last -- when we last met, we chatted about how we'd almost pre-positioned Fort Hills in terms of themine design and in terms of we bought autonomous trucks there. So they are capable of switching fromautonomous to drivers.","Suncor Energy Inc., Q4 2017 Earnings Call, Feb 08, 2018"
"We are also really looking at what are all-new monetizationoptions for creators beyond advertising. So be it subscriptions, features like super chat, which we havelaunched, are very popular. We have beta testing sponsorships, merchandise, merchandising and concept,ticketing and et cetera, right?","Alphabet Inc., Q1 2018 Earnings Call, Apr 23, 2018"
"The functions covered includes marketing and digital, operations,technology, finance and investment. This new team is responsible for the transformation. It sets company-wide standards and implements our strategy with a clear focus.","Ceconomy AG, 2018 Earnings Call, Dec 19, 2018"
"Philippe AymerichDeputy Chief Executive OfficerYes, for sure. I'd say we do not foresee a positive share as early as 2019 because we consider it is veryimportant to complete the transformation they thought we are doing. Again, this is -- we are preparingfor the long term.","Societe Generale Societe anonyme, Q4 2018 Earnings Call, Feb 07, 2019"
"Our strong performance in SaaS continuedwith double-digit growth in revenue. Growth was led by analytics and security, and acquisitions clearlyprovided lift. Our analytics business is the largest portion of the solutions software portfolio.","International Business Machines Corporation, Q2 2016 Earnings Call, Jul 18, 2016"
"The recovery in Asia, very pleased with. And there's a hell of a transformationgoing in Central Europe, and I'll share some of that in a second. As I said, go back to the Capital Markets Day.","Tesco PLC, H1 2020 Earnings Call, Oct 02, 2019"
"CVS Curbside is now alive in about 4,000 CVS Pharmacy stores. And it provides a fast, seamless shoppingexperience, with customers ordering products on their mobile devices, and then picking them up at a CVSstore without getting out of the car. We also introduced CVS Pay, which allows customers to pick up prescriptions, use ExtraCare, pay for frontstore items, all with 1 scan of their CVS app.","CVS Health Corporation, Q4 2016 Earnings Call, Feb 09, 2017"
"They're not affiliate fee-related. They're not related to the number of subs that are inthe MVPD universe. These are deals that basically wash their face very nicely based on advertising, andthey're long term.","Comcast Corporation, Q1 2017 Earnings Call, Apr 27, 2017"
"The second initiative is marketing, which provides, of course, crucial support for our merchandisinggrowth opportunities. In marketing, we will accelerate our targeted marketing programs by leveragingAthena customer database to expand personalizations beyond email campaigns. We will extend thepersonalization of our targeted email campaigns by dynamically serving relevant landing pages whencustomers click through to our website.","Best Buy Co., Inc., Q4 2015 Earnings Call, Mar 03, 2015"
"So think about it for a minute. In 1 year, we'll be putting in $300 million to boost the partnerships and toboost our capabilities on digitalization of the company. So we're not going to starve the business for thesake of hitting a cost goal.","Walgreens Boots Alliance, Inc., Q2 2019 Earnings Call, Apr 02, 2019"
"The EUR 100 million is communicated as at least EUR 100 million because we seethis as probably one of the biggest value drivers we have. And it is featured in into our forecast over thenext couple of years, reaching full potential in the midterm guidance we gave, so the 3 to 5 years wecommunicated before. OperatorThe","Ceconomy AG, 2017 Earnings Call, Dec 19, 2017"
"You've already talked about the AI and machinelearning applications with respect to Messenger and bots. But I was wondering what are some ofmore nascent initiatives where you're applying machine learning or maybe where we might see thoseinvestments manifest themselves in the user experience over the next few years?FACEBOOK, INC. FQ1 2016 EARNINGS CALL |  APR 27, 2016","Facebook, Inc., Q1 2016 Earnings Call, Apr 27, 2016"
"S&P Global Inc. All rights reservedspglobal.com/marketintelligence2Table of Contents Call Participants.................................................................................. 3Presentation..................................................................................4Question and Answer..................................................................................9HEWLETT PACKARD ENTERPRISE COMPANY FQ2 2018 EARNINGS CALL |   MAY 22, 2018  a division of","Hewlett Packard Enterprise Company, Q2 2018 Earnings Call, May 22, 2018"
"We thank Jens Wegmann for his outstandingwork. With the comprehensive transformation program he has initiated, industrial solutions will becomequicker, more flexible and more efficient. Notwithstanding, Jens Wegmann realized that his conduct inhis dealings with the sales partner was not in line with ThyssenKrupp's values.","ThyssenKrupp AG, 2016 Earnings Call, Nov 24, 2016"
"In our Savings division, which in 2016 comprised both our mature savings and digital savings businesses,net release from operations was down GBP 17 million year-on-year at GBP 99 million. At an operatingprofit level, increased use of automation including the use of robotics in our mature savings business hasmeant profits were only down GBP 1 million at GBP 105 million as we continue to manage the reducingcontributions from our book, which is largely closed to new business.","Legal  General Group Plc, 2016 Earnings Call, Mar 08, 2017"
"Clients don't care about business divisions and how we areorganized. The keywords are client focus and collaboration. Don't worry, I will not work you throughthis complex web, it's only to make a point here that interactions between our businesses to best serveclients is how we run UBS.","UBS Group AG, Q3 2018 Earnings Call, Oct 25, 2018"
"becausewe believe that its technology, which will have a space for development. The second example is Sigfox,you know this company, I suppose, which is specializing in development of technologies to gather and tosupply big data platforms for dedicated technology of Internet of Things. That's a promising company.","ENGIE SA, Q3 2015 Earnings Call, Nov 04, 2015"
"During the quarter,we began to take significant steps toward building tighter organizational alignment and realizing greateroperational synergies. We've begun the process of integrating our technology infrastructure, standardizingboth associate benefits and other backup office functions to streamline costs, processes, and fosterstrong operational collaboration. And this work is just beginning, and we believe there are additionalopportunities in 2020 and beyond.","Rite Aid Corporation, Q3 2020 Earnings Call, Dec 19, 2019"
Our intended acquisition of MindMeld will help us simplify and enhance the collaboration experienceeven further through the power of artificial intelligence and machine learning. As chat and voice quicklybecome the interfaces of choice,"Cisco Systems, Inc., Q3 2017 Earnings Call, May 17, 2017"
"In the Swiss Universal Bank, weachieved an adjusted PTI of CHF 431 million in the third quarter, an improvement of 8% year-over-year. Our top line performance was resilient, with stable net interest income and recurring commissions,offset by markedly lower transaction revenues, a feature of this quarter. Our adjusted costs in theSwiss Universal Bank decreased by 7% year-over-year in spite of absorbing and executing continuousinvestments in regulatory programs and compliance, which are very material.","Credit Suisse Group AG, Q3 2016 Earnings Call, Nov 03, 2016"
"That's what we are doing. Butmore importantly, we are moving the application into the high-performance computing because Mark justmentioned the AI and all those kind of thing will start to develop in the next few years, and we try to catchup with the market. Randy AbramsCrédit Suisse AG, Research DivisionGreat.","Taiwan Semiconductor Manufacturing Company Limited, Q1 2017 Earnings Call, Apr 13, 2017"
"Successful collaboration in various sectors including corporate bonds, IPOs, securitization istaking place, contributing to synergy generation. Going forward, more efforts to expand synergy will bemade through expansion of hybrid branches and a closer collaboration or co-marketing system. You can see the background and current status behind the 100% stake acquisition of KB Insurance andKB Capital on the right side of the slide.","KB Financial Group Inc., Q1 2017 Earnings Call, Apr 20, 2017"
"Sarah Elizabeth JamesPiper Jaffray Companies, Research DivisionYou've flagged an increased focus on analytics a couple of times today, and I've noticed Aetna popping upat more tech industry events like Strata as well as the spike in hiring for data scientists , so clearly it's abig focus right now.","Aetna Inc., Q3 2017 Earnings Call, Oct 31, 2017"
"And with the cost income in the French Retail divisionrunning at 53% with an increase of our cost of 2.4% because basically, we need to invest. We need toinvest in the transformation of the group. We need to finance the developments of Boursorama and thefast growing, let's say, development in terms of acquisition.","Societe Generale Group, Q4 2015 Earnings Call, Feb 11, 2016"
"And if you could maybe kind of give us some idea ifyou think it's midyear or late in the year, just some perspective. Michael DeWaltCATERPILLAR INC. FQ4 2016 EARNINGS CALL |  ","Caterpillar Inc., Q4 2016 Earnings Call, Jan 26, 2017"
"China istypically a little shorter than that, but one of the issues we have been monitoring is a reduction or aslowdown in the conversion of their backlog into sales. That has been slowing down as the China marketoverall is dealing with consolidation in the developers there and some liquidity concerns or cause of slowedinvestments or availability of financing. So I think all that is slowing down a little bit of that conversion ofbacklog into sales.","United Technologies Corporation, Q1 2018 Earnings Call, Apr 24, 2018"
"So I don't believe that the shift and our rotation to ""the New""is challenging the visibility on the business or is changing the fundamentals of our business. They arefundamentally changing the nature of the services we are providing in digital marketing, in cloud, insecurity services and so forth, but I don't think it is changing the visibility or it has a profound impact onthe business model. Brian Lee EssexMorgan Stanley, Research DivisionAnd is that the case if -- as you shift -- I mean, the model has shifted more towards, I guess, consultingthan outsourcing.","Accenture plc, Q1 2017 Earnings Call, Dec 21, 2016"
"I'll then turn it over to John on this study. John G. McHutchisonExecutive VP of Research, Clinical Research & Development and Chief Scientific OfficerSo Robyn, the safety advantages of taking a [ TAF-based ] backbone as has been the case and seenin the conversion rates for the HIV-infected individual will apply equally to the at-risk individual who'staking medication for PrEP. So we'll be able to show in the study with over 5,000 patients that there aredifferences, I presume, in terms of safety, kidney and bone.","Gilead Sciences, Inc., Q4 2018 Earnings Call, Feb 04, 2019"
"We're also focusing on fighting crime, that means the -- theysteal -- of our pipelines, of our oil and fuel pipelines, this has been increasing in our operations in Brazil. And we are using our intelligence teams in close cooperation with the police of several states and thefederal police of Brazil, and use -- the use of equipment, such as sensors, and drones, and so on, in orderto be successful at fighting crime. We -- definitely, we don't want to have an accident","Petroleo Brasileiro S.A. - Petrobras, Q1 2019 Earnings Call, May 08, 2019"
"We remain absolutely committed to our digital strategy andour technology transformation, and the public cloud is an essential element of that strategy. I mean thebenefits of the cloud are pretty comprehensive, including agility, innovation, resiliency, security and costbenefits.","Capital One Financial Corporation, Q3 2019 Earnings Call, Oct 24, 2019"
"atthe price of JPY 9,980 or approximately $80. The rollout will feature an upgraded version of iQOS in newcolors and textures to broaden its appeal among adult smokers.PHILIP MORRIS INTERNATIONAL INC. FQ2 2015 EARNINGS CALL |  JUL 16, 2015   7Our expansion plan for Italy also remains on track, with additional city launches commencing later thisyear.","Philip Morris International, Inc., Q2 2015 Earnings Call, Jul 16, 2015"
"For our IM business, going beyond differentiation of hardware, we'll focus on reinforcing softwarecompetitiveness with a new R&D organization dedicated to the development of software and services. Inaddition, we'll continue to focus on strengthening our wearable products, such as watch and VR.For our TV business, we'll reinforce our premium market leadership with our SUHD TV, which is the onlyTV with eco-friendly quantum dot technology in the world. And we plan to lead the era of smart homethrough our Smart TV with a Smart Hub that provides connectivity with other devices with the controllingand monitoring functions.","Samsung Electronics Co. Ltd., Q4 2015 Earnings Call, Jan 28, 2016"
"While our first quarter had benefited from a large payment related to the launch of our toll collectsystem in Belgium, our second quarter was impacted by a few nonrecurring items. We are clearly still in atransformation mode, but there are a few bright spots, such as our cloud initiative, so we remain confidentthat our market unit will continue to improve.","Deutsche Telekom AG, Q2 2016 Earnings Call, Aug 11, 2016"
"We remain very well-positioned to hit the APRA benchmark of 10.5%by January 2020. Another feature of this result is the very strong organic capital generation at 72 basispoints. In the year, we had a drag of 23 basis points of Colonial debt.","Commonwealth Bank of Australia, 2017 Earnings Call, Aug 09, 2017"
"As we've said, though, in 2015, we are very clearly prioritizing margin expansion overrevenue growth. It reflects the challenging environment, and we've got a very significant transformationagenda. And we want to make sure that in all cases, that our managers are able to make the appropriateMONDELEZ INTERNATIONAL, INC. FQ1 2015 EARNINGS CALL |  APR 29, 2015","Mondelez International, Inc., Q1 2015 Earnings Call, Apr 29, 2015"
"They like the speed and agility that AWS provides them. They like the new features thatwe launched, many of which are also -- enable them to lower their cost of infrastructure. Amazon Aurora,1/10 the price of other high-end commercial databases; a new storage class of Amazon S3 quick site, alsovery effective and cost-effective products for our customers.","Amazon.com, Inc., Q3 2015 Earnings Call, Oct 22, 2015"
"just been displayed, we have also seen lots of very strong headwinds, and unfortunately, also lot ofhomemade misses. The beginning of this fiscal year '17 was marked by the onset of our transformation journey to actuallyget future ready. Our strategic game plan, in the meanwhile you are familiar with it called, Impact, if themission covers the mission-critical initiatives, as we launched them in September '16, they are all up andrunning and have started to pick up speed with the strong contribution to our results planning for thefiscal year '17, '","Tata Motors Limited, Q4 2017 Earnings Call, May 23, 2017"
"So what we're seeing so far is that a bunch of the contentthat has come on to Watch is good and is working, and people watch it. We're continuing to tweak theproduct to emphasize that kind of content more while building more of the social features. I'd say it's stillpretty early overall in terms of the growth of this, but it's clearly an area that's important","Facebook, Inc., Q1 2018 Earnings Call, Apr 25, 2018"
"This is the lowest level the company's had in its history. Turning to Page 5, sustainability and governance. As you will see, unfortunately on safety, we've had 4fatalities from 4 incidents across the range, but we've had a substantial improvement in this area of ourbusiness.","Glencore Plc, Q2 2017 Earnings Call, Aug 10, 2017"
"Ferguson, which is one of the largest plumbingwholesale and distribution companies, they're a $21 billion company. They bought ERP, EPM, supply chain,procurement, just a tremendous, tremendous win for us and very looking to partner with them. Santanderin the U.S., another tremendous win for us.","Oracle Corporation, Q4 2019 Earnings Call, Jun 19, 2019"
"Kathleen M. GutmannSenior VP and Chief Sales & Solutions OfficerAbsolutely. So with the collaboration with our customers that continues and has been a key component,especially during peak season, which is a market constrained period on certain days, and we continue towork with our customers on joint strategies to smooth demands. And when I say that, I mean movingvolume into lower, later days.","United Parcel Service, Inc., Q2 2018 Earnings Call, Jul 25, 2018"
"So most ofthe customers are interested in having a very tight connection to the carrier and the degree of expertise inour stores, the dedication to individual carriers, the access, the complete access to the carriers' productsand services, systems, and so forth, is going to be very helpful. And then beyond mobile as the businessshifts towards connected and smart devices, one of the great assets we have, as we've talked about in thepast, is our ability to connect other devices and win in that next wave of technology innovation. So as thebusiness transitions, we're evolving the business model, and we're excited about the opportunities.","Best Buy Co., Inc., Q3 2016 Earnings Call, Nov 19, 2015"
"Today, 130initiatives framing our digitalization program are ongoing across the company, involving every area,every business and every corporate function of the company. Among others, digitalization is enabling newbusiness models, operational excellence and robot process automation that will translate in EUR 0.3 billionof free cash flow generation pretax in 2020.So looking ahead, we are confident we will meet our ambitious target of EUR 0.9 billion of operating cashflow coming from these programs by 2020. And let me underline that we are on track of achieving thesefigure.","Repsol, S.A., Q4 2018 Earnings Call, Feb 28, 2019"
"In 2016, it is thefirst year of the 13th Five-Year Plan. It is also a critical year for the transformation of CCB. Now in thisyear, we will continue to build on our work previously to steadily build a new direction and development forour bank, and in order to create more value for the shareholders as well as for the society.","China Construction Bank Corporation, 2015 Earnings Call, Apr 01, 2016"
"the Dev/Test stuff, the supplementing of our SaaS offerings, Exadata and the data integration servicesare at the core of our most popular PaaS offerings. OperatorOur next question will come from the line of Kirk Materne with Evercore ISI.Stewart Kirk MaterneEvercore ISI Institutional Equities, Research DivisionMark, given that you guys have a view in both the on-premise and the cloud world , I was wondering if youcould give us some sense on where you think larger, say, Fortune 1000 types are in terms of moving theirERP systems to the cloud?","Oracle Corporation, Q1 2017 Earnings Call, Sep 15, 2016"
"Moving on to the U.K. In the U.K., the focus is loyalty, increase customer loyalty; market share incompanies; and develop our digital strategy. In this sense, it's important to note the increase in thenumber of digital customers in the quarter that already are above 4 million and also the significantimprovement in customer satisfaction that put us amongst the top banks in the country.","Banco Santander, S.A., Q1 2016 Earnings Call, Apr 27, 2016"
The first question sort of follows on from that. Maybe you could sort of highlighta few of the combustible launches that are already out there that you think will feature in 2017. And thena couple on next generation.,"British American Tobacco p.l.c., Q4 2016 Earnings Call, Feb 23, 2017"
"Today, more than 90% of Americans live within 10 milesof a Walmart store, and our partnership demonstrates our commitment to driving convenient, affordableaccess to healthcare for our seniors. Our 2019 Medicare Advantage plan designs feature competitivemedical and pharmacy benefits and include significant enhancement to ancillary benefits designed toaddress whole person care. Overall, our 2019 Medicare Advantage offerings position us well for both mid-double-digit growth and stable margins.","Anthem, Inc., Q3 2018 Earnings Call, Oct 31, 2018"
"At thenetwork level, the main initiatives are All-IP networks which are much more efficient and support moreand better services; radical network virtualization, optimizing CapEx required and with much fasterdeployments; and using big data for network planning. Our operation in Spain, in Slide 16, is a showcase of the tangible benefits of digitalization. Itstransformation process started in 2012, so far driving benchmark efficiency and business enhancement.","Telefonica, S.A., Nine Months 2017 Earnings Call, Oct 26, 2017"
"We are changing the nature of work with Office as the universal toolkit tohelp people and teams accomplish more together. To that end, this quarter we introduced Microsoft Teams,our new chat-based workspace for Office 365. It brings together the full breadth and depth of Office 365as well as connection to third-party services all in a secure hub for teamwork.","Microsoft Corporation, Q2 2017 Earnings Call, Jan 26, 2017"
"And I think, Mike, you mentioned 100 basis points earlier. But I'm just trying toparse out, like how much of the 50 basis points of growth you saw this quarter is related to ERP versuslike what you're seeing from an end market perspective just given that the U.S. has been so strong acrossIndustrials for most of the year?Michael F. RomanCEO & DirectorYes.","3M Company, Q3 2018 Earnings Call, Oct 23, 2018"
"I think as we've said before, and I think as people know, we've had a successful digitalteam and app for 7 years , I think it is now, and really, Quick Fill continues -- for refilling prescriptionscontinues to be a breakthrough app that we continue to develop along with the mobile app, whichwe continue to develop to make it absolutely fit for the modern customer. And we continue to get theCSAT score as a team, frankly, deserved, and it's a great platform for us.","Walgreens Boots Alliance, Inc., Q4 2016 Earnings Call, Oct 20, 2016"
"Cash generation, Alan told you,doubling retail cash flow and well positioned in terms of investing, still within the GBP 1.1 billion to GBP1.4 billion of capital in stores, online, in loyalty and with Booker here in the U.K. and what it is we can dowithin Asia and the transformation that's going on in Central Europe. So look, that's the results, that's all the detail that we would normally share.","Tesco PLC, H1 2020 Earnings Call, Oct 02, 2019"
"It's very, veryearly to tell, too early to tell really. But to your question of what it takes to be successful, I think if youlook at it from the user experience standpoint and also from merchant standpoint, as Daniel referred to,we have just completed our re-architecting of the technology platform, which will enable us to very quicklylaunch products, user facing, features and products on the mobile platform. And that will lead to betteruser experience and very quick response to the market changing dynamics.","Alibaba Group Holding Limited, Q4 2018 Earnings Call, May 04, 2018"
"I mean, it was volume. We also had negative net pricing as that's been a feature in China for quite anumber of years, but it was pretty simple and straightforward. And the team actually delivered some costimprovements but not nearly enough to offset what we saw in volume.","Ford Motor Credit Company LLC, Ford Motor Company, Q4 2018 Earnings Call, Jan 23, 2019"
"It was verymuch driven by T-Mobile Netherlands, which benefited from a very strong commercial momentum, butalso synergies from the acquisition of Tele2. Like-for-like, mobile service revenue grew about -- grewexactly 2.6% in the third quarter. On the tower side, and you heard Tim saying this already, we added 1,500 physical mobile sites into theGerman footprint over the last 12 months.","Deutsche Telekom AG, Q3 2019 Earnings Call, Nov 07, 2019"
Just to build on Margherita on that last point. I mean IT transformations are huge for us becauseyou're,"Vodafone Group Plc, H1 2020 Earnings Call, Nov 12, 2019"
"And with respect tostacking rights, with respect to all of the set of this construct of the SVOD windows, we're very, veryfocused on, first and foremost, creating a customer experience around our product that's very, very good,creating an ease of discoverability, if you will, so they can find the product and get it at the right time. We are interested in having fewer holdbacks outside the SVOD window so that we can actually provide abetter product for customers and provide our MVPD and over-the-top distributors with a better ability todeliver a good product experience. So I don't think those 2 things are incompatible at all, and I think wehave to see our distributors, be it an online distributor like Hulu, or a traditional facilities-based distributor,like the cable company.","Twenty-First Century Fox, Inc., Q2 2016 Earnings Call, Feb 08, 2016"
"5x Workdays, 90.ORACLE CORPORATION FQ2 2016 EARNINGS CALL |  DEC 16, 2015   7ERP and EPM, more than half of our Q2 wins did not have Oracle on-premise apps, meaning that at 1quarter we sold more net new customers than Workday did in its lifetime. In PaaS, we added 1,343 new PaaS customers.","Oracle Corporation, Q2 2016 Earnings Call, Dec 16, 2015"
